counterid,day_type,month,day_part,sfmta_count
906,weekend,July,peak_pm,47.875
906,weekend,August,peak_pm,48.75
906,weekend,September,peak_pm,51.75
906,weekend,October,peak_pm,44.125
906,weekend,November,peak_pm,36.375
906,weekend,December,peak_pm,32.875
905,weekday,January,late_pm,39.2
905,weekday,February,late_pm,35.75
905,weekday,March,late_pm,40.2
905,weekday,April,late_pm,46.7
905,weekday,May,late_pm,50.5
905,weekday,June,late_pm,46.8
905,weekday,July,late_pm,48.2
905,weekday,August,late_pm,51.2
905,weekday,September,late_pm,48.1
905,weekday,October,late_pm,56.4
905,weekday,November,late_pm,39.3
905,weekday,December,late_pm,30.7
905,weekday,January,early_am,24
905,weekday,February,early_am,22.0833333333333
905,weekday,March,early_am,24.5833333333333
905,weekday,April,early_am,28.9166666666667
905,weekday,May,early_am,30.4166666666667
905,weekday,June,early_am,28.5833333333333
905,weekday,July,early_am,29.5833333333333
905,weekday,August,early_am,31.6666666666667
905,weekday,September,early_am,28.6666666666667
905,weekday,October,early_am,34.0833333333333
905,weekday,November,early_am,23.6666666666667
905,weekday,December,early_am,18.5
905,weekday,January,peak_am,587.5
905,weekday,February,peak_am,653.375
905,weekday,March,peak_am,600.166666666667
905,weekday,April,peak_am,487.5
905,weekday,May,peak_am,518
905,weekday,June,peak_am,488.5
905,weekday,July,peak_am,507
905,weekday,August,peak_am,536.5
905,weekday,September,peak_am,492.25
905,weekday,October,peak_am,577
905,weekday,November,peak_am,593.666666666667
905,weekday,December,peak_am,558.25
905,weekday,January,mid,157.3
905,weekday,February,mid,143.9
905,weekday,March,mid,162.7
905,weekday,April,mid,187.2
905,weekday,May,mid,200.7
905,weekday,June,mid,188.5
905,weekday,July,mid,193.3
905,weekday,August,mid,207.6
905,weekday,September,mid,189.2
905,weekday,October,mid,220.5
905,weekday,November,mid,157.4
905,weekday,December,mid,123.9
905,weekday,January,peak_pm,208.125
905,weekday,February,peak_pm,190.4375
905,weekday,March,peak_pm,213.75
905,weekday,April,peak_pm,247.875
905,weekday,May,peak_pm,263.25
905,weekday,June,peak_pm,247.125
905,weekday,July,peak_pm,256.125
905,weekday,August,peak_pm,272.75
905,weekday,September,peak_pm,249.375
905,weekday,October,peak_pm,292.125
905,weekday,November,peak_pm,206.75
905,weekday,December,peak_pm,162.625
905,weekend,January,late_pm,8.2
905,weekend,February,late_pm,8.7
905,weekend,March,late_pm,10.7
905,weekend,April,late_pm,11.3
905,weekend,May,late_pm,9.7
905,weekend,June,late_pm,13.6
905,weekend,July,late_pm,12.8
905,weekend,August,late_pm,12.9
905,weekend,September,late_pm,16.4
905,weekend,October,late_pm,13.8
905,weekend,November,late_pm,11.6
905,weekend,December,late_pm,9.6
905,weekend,January,early_am,1
905,weekend,February,early_am,0.833333333333333
905,weekend,March,early_am,0.916666666666667
905,weekend,April,early_am,1.5
905,weekend,May,early_am,1.16666666666667
905,weekend,June,early_am,2
905,weekend,July,early_am,1.75
905,weekend,August,early_am,1.91666666666667
905,weekend,September,early_am,2.75
905,weekend,October,early_am,2.41666666666667
905,weekend,November,early_am,1.5
905,weekend,December,early_am,1
905,weekend,January,peak_am,16.375
905,weekend,February,peak_am,17.25
905,weekend,March,peak_am,21
905,weekend,April,peak_am,22.25
905,weekend,May,peak_am,19.5
905,weekend,June,peak_am,26.5
905,weekend,July,peak_am,25.25
905,weekend,August,peak_am,25.625
905,weekend,September,peak_am,34.125
905,weekend,October,peak_am,28.5
905,weekend,November,peak_am,24.625
905,weekend,December,peak_am,19.75
905,weekend,January,mid,29.8
905,weekend,February,mid,31.9
905,weekend,March,mid,39.4
905,weekend,April,mid,43.4
905,weekend,May,mid,36.6
905,weekend,June,mid,49.8
905,weekend,July,mid,46.4
905,weekend,August,mid,48.4
905,weekend,September,mid,63.8
905,weekend,October,mid,53
905,weekend,November,mid,44.8
905,weekend,December,mid,36.4
905,weekend,January,peak_pm,22.5
905,weekend,February,peak_pm,23.375
905,weekend,March,peak_pm,29.125
905,weekend,April,peak_pm,31.5
905,weekend,May,peak_pm,27.125
905,weekend,June,peak_pm,37
905,weekend,July,peak_pm,34.25
905,weekend,August,peak_pm,34.875
905,weekend,September,peak_pm,47.375
905,weekend,October,peak_pm,39
905,weekend,November,peak_pm,32.25
905,weekend,December,peak_pm,26.875
907,weekday,January,late_pm,19.1333333333333
907,weekday,February,late_pm,19.6666666666667
907,weekday,March,late_pm,20.4
907,weekday,April,late_pm,24.3
907,weekday,May,late_pm,28.3
907,weekday,June,late_pm,24.3
907,weekday,July,late_pm,23.7
907,weekday,August,late_pm,25.5
907,weekday,September,late_pm,24.7
907,weekday,October,late_pm,22.5
907,weekday,November,late_pm,15.8
907,weekday,December,late_pm,13.3
907,weekday,January,early_am,34.2777777777778
907,weekday,February,early_am,32.4444444444444
907,weekday,March,early_am,26.8333333333333
907,weekday,April,early_am,40.25
907,weekday,May,early_am,40.8333333333333
907,weekday,June,early_am,46.5833333333333
907,weekday,July,early_am,48.5833333333333
907,weekday,August,early_am,50.6666666666667
907,weekday,September,early_am,43.75
907,weekday,October,early_am,50.5
907,weekday,November,early_am,38.75
907,weekday,December,early_am,27.6666666666667
907,weekday,January,peak_am,241
907,weekday,February,peak_am,251.541666666667
907,weekday,March,peak_am,213.375
907,weekday,April,peak_am,272.5
907,weekday,May,peak_am,323
907,weekday,June,peak_am,318.375
907,weekday,July,peak_am,339.875
907,weekday,August,peak_am,365
907,weekday,September,peak_am,296.125
907,weekday,October,peak_am,355
907,weekday,November,peak_am,237.875
907,weekday,December,peak_am,206.5
907,weekday,January,mid,110.133333333333
907,weekday,February,mid,108.8
907,weekday,March,mid,101.3
907,weekday,April,mid,120.8
907,weekday,May,mid,117.9
907,weekday,June,mid,111.5
907,weekday,July,mid,122.2
907,weekday,August,mid,122.4
907,weekday,September,mid,116.6
907,weekday,October,mid,140.1
907,weekday,November,mid,93.6
907,weekday,December,mid,99.1
907,weekday,January,peak_pm,100
907,weekday,February,peak_pm,103.916666666667
907,weekday,March,peak_pm,110.875
907,weekday,April,peak_pm,132.375
907,weekday,May,peak_pm,148.875
907,weekday,June,peak_pm,121.125
907,weekday,July,peak_pm,128.5
907,weekday,August,peak_pm,150.625
907,weekday,September,peak_pm,150.375
907,weekday,October,peak_pm,164.625
907,weekday,November,peak_pm,81.125
907,weekday,December,peak_pm,74.875
907,weekend,January,late_pm,4.53333333333333
907,weekend,February,late_pm,5.2
907,weekend,March,late_pm,5.2
907,weekend,April,late_pm,5.8
907,weekend,May,late_pm,5.4
907,weekend,June,late_pm,8.7
907,weekend,July,late_pm,4.7
907,weekend,August,late_pm,5.6
907,weekend,September,late_pm,6.6
907,weekend,October,late_pm,4.6
907,weekend,November,late_pm,3.9
907,weekend,December,late_pm,3.5
907,weekend,January,early_am,4
907,weekend,February,early_am,5.44444444444445
907,weekend,March,early_am,4.5
907,weekend,April,early_am,6.58333333333333
907,weekend,May,early_am,5.41666666666667
907,weekend,June,early_am,8.5
907,weekend,July,early_am,6.58333333333333
907,weekend,August,early_am,6.66666666666667
907,weekend,September,early_am,8.16666666666667
907,weekend,October,early_am,6.66666666666667
907,weekend,November,early_am,5.25
907,weekend,December,early_am,4.75
907,weekend,January,peak_am,75.4166666666667
907,weekend,February,peak_am,90.75
907,weekend,March,peak_am,80.25
907,weekend,April,peak_am,98.625
907,weekend,May,peak_am,80.25
907,weekend,June,peak_am,114.125
907,weekend,July,peak_am,83.5
907,weekend,August,peak_am,89.625
907,weekend,September,peak_am,110.5
907,weekend,October,peak_am,88
907,weekend,November,peak_am,73.625
907,weekend,December,peak_am,71.5
907,weekend,January,mid,77.2666666666667
907,weekend,February,mid,84.1333333333333
907,weekend,March,mid,82.4
907,weekend,April,mid,95.5
907,weekend,May,mid,67.1
907,weekend,June,mid,98.1
907,weekend,July,mid,81.4
907,weekend,August,mid,80.4
907,weekend,September,mid,100.2
907,weekend,October,mid,100
907,weekend,November,mid,75.3
907,weekend,December,mid,70.7
907,weekend,January,peak_pm,23.5
907,weekend,February,peak_pm,25.5
907,weekend,March,peak_pm,33.75
907,weekend,April,peak_pm,35.125
907,weekend,May,peak_pm,25.25
907,weekend,June,peak_pm,46.25
907,weekend,July,peak_pm,38.5
907,weekend,August,peak_pm,41.375
907,weekend,September,peak_pm,37.875
907,weekend,October,peak_pm,37.375
907,weekend,November,peak_pm,23.75
907,weekend,December,peak_pm,20.625
908,weekday,January,late_pm,56.9333333333333
908,weekday,February,late_pm,57
908,weekday,March,late_pm,61.1
908,weekday,April,late_pm,79.1
908,weekday,May,late_pm,76.5
908,weekday,June,late_pm,85.4
908,weekday,July,late_pm,83.7
908,weekday,August,late_pm,84.5
908,weekday,September,late_pm,73.4
908,weekday,October,late_pm,92.4
908,weekday,November,late_pm,52.4
908,weekday,December,late_pm,41.8
908,weekday,January,early_am,14.0555555555556
908,weekday,February,early_am,15.5833333333333
908,weekday,March,early_am,11.0833333333333
908,weekday,April,early_am,14.5833333333333
908,weekday,May,early_am,19.0833333333333
908,weekday,June,early_am,17.75
908,weekday,July,early_am,18.25
908,weekday,August,early_am,18.0833333333333
908,weekday,September,early_am,21
908,weekday,October,early_am,19.0833333333333
908,weekday,November,early_am,16.4166666666667
908,weekday,December,early_am,11.0833333333333
908,weekday,January,peak_am,87.6666666666667
908,weekday,February,peak_am,94.3333333333333
908,weekday,March,peak_am,81.75
908,weekday,April,peak_am,115.625
908,weekday,May,peak_am,128.125
908,weekday,June,peak_am,92.375
908,weekday,July,peak_am,91.375
908,weekday,August,peak_am,109.625
908,weekday,September,peak_am,119.75
908,weekday,October,peak_am,136.5
908,weekday,November,peak_am,85.75
908,weekday,December,peak_am,65.625
908,weekday,January,mid,96.1333333333334
908,weekday,February,mid,99.8
908,weekday,March,mid,83.8
908,weekday,April,mid,101.2
908,weekday,May,mid,116.3
908,weekday,June,mid,89.5
908,weekday,July,mid,114
908,weekday,August,mid,115.3
908,weekday,September,mid,111
908,weekday,October,mid,126.5
908,weekday,November,mid,100.7
908,weekday,December,mid,87.7
908,weekday,January,peak_pm,266.416666666667
908,weekday,February,peak_pm,269.25
908,weekday,March,peak_pm,248.75
908,weekday,April,peak_pm,312.875
908,weekday,May,peak_pm,337.25
908,weekday,June,peak_pm,326.5
908,weekday,July,peak_pm,369.625
908,weekday,August,peak_pm,420.375
908,weekday,September,peak_pm,363.875
908,weekday,October,peak_pm,402.875
908,weekday,November,peak_pm,239.75
908,weekday,December,peak_pm,245.25
908,weekend,January,late_pm,8
908,weekend,February,late_pm,9.06666666666667
908,weekend,March,late_pm,9.2
908,weekend,April,late_pm,14
908,weekend,May,late_pm,9.4
908,weekend,June,late_pm,16.4
908,weekend,July,late_pm,12.7
908,weekend,August,late_pm,14.2
908,weekend,September,late_pm,15.1
908,weekend,October,late_pm,10.4
908,weekend,November,late_pm,9.5
908,weekend,December,late_pm,8.6
908,weekend,January,early_am,2.61111111111111
908,weekend,February,early_am,3.38888888888889
908,weekend,March,early_am,3.58333333333333
908,weekend,April,early_am,4.16666666666667
908,weekend,May,early_am,3.08333333333333
908,weekend,June,early_am,5.25
908,weekend,July,early_am,3.75
908,weekend,August,early_am,3.66666666666667
908,weekend,September,early_am,3.58333333333333
908,weekend,October,early_am,3.25
908,weekend,November,early_am,2.83333333333333
908,weekend,December,early_am,3.25
908,weekend,January,peak_am,36.6666666666667
908,weekend,February,peak_am,42
908,weekend,March,peak_am,36.25
908,weekend,April,peak_am,46.25
908,weekend,May,peak_am,41.5
908,weekend,June,peak_am,58.875
908,weekend,July,peak_am,43
908,weekend,August,peak_am,41.75
908,weekend,September,peak_am,52.375
908,weekend,October,peak_am,42.625
908,weekend,November,peak_am,40.25
908,weekend,December,peak_am,33.625
908,weekend,January,mid,75
908,weekend,February,mid,78.8
908,weekend,March,mid,85.4
908,weekend,April,mid,92
908,weekend,May,mid,69.6
908,weekend,June,mid,103
908,weekend,July,mid,86.4
908,weekend,August,mid,94.8
908,weekend,September,mid,97.8
908,weekend,October,mid,81.7
908,weekend,November,mid,67.6
908,weekend,December,mid,67.2
908,weekend,January,peak_pm,38.1666666666667
908,weekend,February,peak_pm,43.4166666666667
908,weekend,March,peak_pm,64.875
908,weekend,April,peak_pm,62.625
908,weekend,May,peak_pm,44.5
908,weekend,June,peak_pm,69.125
908,weekend,July,peak_pm,59.25
908,weekend,August,peak_pm,52.75
908,weekend,September,peak_pm,70.625
908,weekend,October,peak_pm,68
908,weekend,November,peak_pm,40.125
908,weekend,December,peak_pm,32.25
909,weekday,January,late_pm,166.8
909,weekday,February,late_pm,284.966666666667
909,weekday,March,late_pm,263.4
909,weekday,April,late_pm,187.2
909,weekday,May,late_pm,195.071428571429
909,weekday,June,late_pm,207.214285714286
909,weekday,July,late_pm,312.8
909,weekday,August,late_pm,319.3
909,weekday,September,late_pm,292.2
909,weekday,October,late_pm,353.6
909,weekday,November,late_pm,313.111111111111
909,weekday,December,late_pm,228.2
909,weekday,January,early_am,33.1666666666667
909,weekday,February,early_am,58.0277777777778
909,weekday,March,early_am,48.6111111111111
909,weekday,April,early_am,32.5555555555556
909,weekday,May,early_am,46.3846153846154
909,weekday,June,early_am,49.0769230769231
909,weekday,July,early_am,55
909,weekday,August,early_am,54.1666666666667
909,weekday,September,early_am,55.75
909,weekday,October,early_am,70.4166666666667
909,weekday,November,early_am,84.5
909,weekday,December,early_am,38.5
909,weekday,January,peak_am,353.555555555556
909,weekday,February,peak_am,587.214285714286
909,weekday,March,peak_am,551.857142857143
909,weekday,April,peak_am,335.333333333333
909,weekday,May,peak_am,343.333333333333
909,weekday,June,peak_am,244.625
909,weekday,July,peak_am,525.75
909,weekday,August,peak_am,520.75
909,weekday,September,peak_am,500.5
909,weekday,October,peak_am,670.75
909,weekday,November,peak_am,621.666666666667
909,weekday,December,peak_am,570.333333333333
909,weekday,January,mid,256.466666666667
909,weekday,February,mid,416.607142857143
909,weekday,March,mid,418.533333333333
909,weekday,April,mid,280.466666666667
909,weekday,May,mid,291.333333333333
909,weekday,June,mid,274.466666666667
909,weekday,July,mid,436.8
909,weekday,August,mid,399
909,weekday,September,mid,403.6
909,weekday,October,mid,493.555555555556
909,weekday,November,mid,559
909,weekday,December,mid,381.9
909,weekday,January,peak_pm,576.666666666667
909,weekday,February,peak_pm,911.625
909,weekday,March,peak_pm,763
909,weekday,April,peak_pm,217.6
909,weekday,May,peak_pm,210.8
909,weekday,June,peak_pm,196.6
909,weekday,July,peak_pm,901
909,weekday,August,peak_pm,
909,weekday,September,peak_pm,982
909,weekday,October,peak_pm,
909,weekday,November,peak_pm,945.5
909,weekday,December,peak_pm,904
909,weekend,January,late_pm,24.4
909,weekend,February,late_pm,49
909,weekend,March,late_pm,45.2
909,weekend,April,late_pm,36.7
909,weekend,May,late_pm,30.2
909,weekend,June,late_pm,44
909,weekend,July,late_pm,38.5
909,weekend,August,late_pm,39.7
909,weekend,September,late_pm,44.7
909,weekend,October,late_pm,43.1
909,weekend,November,late_pm,51.3
909,weekend,December,late_pm,24.6
909,weekend,January,early_am,8.33333333333333
909,weekend,February,early_am,11.6666666666667
909,weekend,March,early_am,10.7222222222222
909,weekend,April,early_am,11.4166666666667
909,weekend,May,early_am,9.25
909,weekend,June,early_am,15.6666666666667
909,weekend,July,early_am,10.3333333333333
909,weekend,August,early_am,10.9166666666667
909,weekend,September,early_am,13
909,weekend,October,early_am,12.3333333333333
909,weekend,November,early_am,16.1666666666667
909,weekend,December,early_am,6.91666666666667
909,weekend,January,peak_am,54.375
909,weekend,February,peak_am,77.25
909,weekend,March,peak_am,74.0833333333333
909,weekend,April,peak_am,62.25
909,weekend,May,peak_am,53.25
909,weekend,June,peak_am,79.625
909,weekend,July,peak_am,75.75
909,weekend,August,peak_am,70.75
909,weekend,September,peak_am,87
909,weekend,October,peak_am,72.125
909,weekend,November,peak_am,97
909,weekend,December,peak_am,56.25
909,weekend,January,mid,101.9
909,weekend,February,mid,155.666666666667
909,weekend,March,mid,158.133333333333
909,weekend,April,mid,132.7
909,weekend,May,mid,105.6
909,weekend,June,mid,159.3
909,weekend,July,mid,143.2
909,weekend,August,mid,144.7
909,weekend,September,mid,173.2
909,weekend,October,mid,146.7
909,weekend,November,mid,192
909,weekend,December,mid,92.8
909,weekend,January,peak_pm,83.25
909,weekend,February,peak_pm,126.666666666667
909,weekend,March,peak_pm,137
909,weekend,April,peak_pm,117.25
909,weekend,May,peak_pm,88.25
909,weekend,June,peak_pm,128.375
909,weekend,July,peak_pm,132.875
909,weekend,August,peak_pm,124.125
909,weekend,September,peak_pm,158.625
909,weekend,October,peak_pm,121.875
909,weekend,November,peak_pm,161.375
909,weekend,December,peak_pm,79.5
910,weekday,January,late_pm,472.111111111111
910,weekday,February,late_pm,436
910,weekday,March,late_pm,416.5
910,weekday,April,late_pm,432.142857142857
910,weekday,May,late_pm,442.333333333333
910,weekday,June,late_pm,429.833333333333
910,weekday,July,late_pm,443.833333333333
910,weekday,August,late_pm,505.666666666667
910,weekday,September,late_pm,447.833333333333
910,weekday,October,late_pm,475.333333333333
910,weekday,November,late_pm,414.375
910,weekday,December,late_pm,466.5
910,weekday,January,early_am,86.6
910,weekday,February,early_am,222.166666666667
910,weekday,March,early_am,144.636363636364
910,weekday,April,early_am,176.090909090909
910,weekday,May,early_am,115.1
910,weekday,June,early_am,131.5
910,weekday,July,early_am,128.3
910,weekday,August,early_am,170.4
910,weekday,September,early_am,115.1
910,weekday,October,early_am,122.6
910,weekday,November,early_am,159.363636363636
910,weekday,December,early_am,209.166666666667
910,weekday,January,peak_am,
910,weekday,February,peak_am,
910,weekday,March,peak_am,
910,weekday,April,peak_am,
910,weekday,May,peak_am,
910,weekday,June,peak_am,
910,weekday,July,peak_am,
910,weekday,August,peak_am,
910,weekday,September,peak_am,
910,weekday,October,peak_am,
910,weekday,November,peak_am,
910,weekday,December,peak_am,
910,weekday,January,mid,
910,weekday,February,mid,
910,weekday,March,mid,
910,weekday,April,mid,
910,weekday,May,mid,
910,weekday,June,mid,
910,weekday,July,mid,
910,weekday,August,mid,
910,weekday,September,mid,
910,weekday,October,mid,
910,weekday,November,mid,
910,weekday,December,mid,
910,weekday,January,peak_pm,
910,weekday,February,peak_pm,
910,weekday,March,peak_pm,
910,weekday,April,peak_pm,
910,weekday,May,peak_pm,
910,weekday,June,peak_pm,
910,weekday,July,peak_pm,
910,weekday,August,peak_pm,
910,weekday,September,peak_pm,
910,weekday,October,peak_pm,
910,weekday,November,peak_pm,
910,weekday,December,peak_pm,
910,weekend,January,late_pm,114.2
910,weekend,February,late_pm,108.2
910,weekend,March,late_pm,155.1
910,weekend,April,late_pm,174.6
910,weekend,May,late_pm,154.6
910,weekend,June,late_pm,276
910,weekend,July,late_pm,216.1
910,weekend,August,late_pm,261.9
910,weekend,September,late_pm,230.3
910,weekend,October,late_pm,232.3
910,weekend,November,late_pm,151.3
910,weekend,December,late_pm,113.8
910,weekend,January,early_am,33.0833333333333
910,weekend,February,early_am,33.5
910,weekend,March,early_am,37.5
910,weekend,April,early_am,44
910,weekend,May,early_am,44.6666666666667
910,weekend,June,early_am,65.5
910,weekend,July,early_am,49.5
910,weekend,August,early_am,52.1666666666667
910,weekend,September,early_am,58.3333333333333
910,weekend,October,early_am,52.6666666666667
910,weekend,November,early_am,38.8333333333333
910,weekend,December,early_am,32.75
910,weekend,January,peak_am,497.571428571429
910,weekend,February,peak_am,473.714285714286
910,weekend,March,peak_am,524.714285714286
910,weekend,April,peak_am,582.5
910,weekend,May,peak_am,512.833333333333
910,weekend,June,peak_am,570.5
910,weekend,July,peak_am,603.666666666667
910,weekend,August,peak_am,500.25
910,weekend,September,peak_am,566.25
910,weekend,October,peak_am,564.6
910,weekend,November,peak_am,514.142857142857
910,weekend,December,peak_am,400.285714285714
910,weekend,January,mid,
910,weekend,February,mid,
910,weekend,March,mid,
910,weekend,April,mid,
910,weekend,May,mid,
910,weekend,June,mid,
910,weekend,July,mid,
910,weekend,August,mid,
910,weekend,September,mid,
910,weekend,October,mid,
910,weekend,November,mid,992
910,weekend,December,mid,803
910,weekend,January,peak_pm,430.6
910,weekend,February,peak_pm,516.833333333333
910,weekend,March,peak_pm,653.333333333333
910,weekend,April,peak_pm,652.5
910,weekend,May,peak_pm,708.75
910,weekend,June,peak_pm,920.5
910,weekend,July,peak_pm,809.5
910,weekend,August,peak_pm,745.5
910,weekend,September,peak_pm,823
910,weekend,October,peak_pm,722
910,weekend,November,peak_pm,574.25
910,weekend,December,peak_pm,531.714285714286
911,weekday,January,late_pm,197.2
911,weekday,February,late_pm,205.15
911,weekday,March,late_pm,242.6
911,weekday,April,late_pm,283.4
911,weekday,May,late_pm,302.1
911,weekday,June,late_pm,292.5
911,weekday,July,late_pm,297
911,weekday,August,late_pm,331.3
911,weekday,September,late_pm,303.7
911,weekday,October,late_pm,353.1
911,weekday,November,late_pm,165.933333333333
911,weekday,December,late_pm,169.8
911,weekday,January,early_am,171.333333333333
911,weekday,February,early_am,192
911,weekday,March,early_am,219.666666666667
911,weekday,April,early_am,184.272727272727
911,weekday,May,early_am,124.9
911,weekday,June,early_am,262.833333333333
911,weekday,July,early_am,192.818181818182
911,weekday,August,early_am,135.1
911,weekday,September,early_am,201.545454545455
911,weekday,October,early_am,145.3
911,weekday,November,early_am,146.055555555556
911,weekday,December,early_am,148.944444444444
911,weekday,January,peak_am,611.5
911,weekday,February,peak_am,963
911,weekday,March,peak_am,
911,weekday,April,peak_am,
911,weekday,May,peak_am,
911,weekday,June,peak_am,
911,weekday,July,peak_am,
911,weekday,August,peak_am,
911,weekday,September,peak_am,
911,weekday,October,peak_am,
911,weekday,November,peak_am,323.4
911,weekday,December,peak_am,772.5
911,weekday,January,mid,682.466666666667
911,weekday,February,mid,642.1
911,weekday,March,mid,745.9
911,weekday,April,mid,868.6
911,weekday,May,mid,863.166666666667
911,weekday,June,mid,882.777777777778
911,weekday,July,mid,851.5
911,weekday,August,mid,891.5
911,weekday,September,mid,922.888888888889
911,weekday,October,mid,926
911,weekday,November,mid,524.666666666667
911,weekday,December,mid,626.533333333333
911,weekday,January,peak_pm,564
911,weekday,February,peak_pm,655.833333333333
911,weekday,March,peak_pm,693.5
911,weekday,April,peak_pm,815
911,weekday,May,peak_pm,840
911,weekday,June,peak_pm,818
911,weekday,July,peak_pm,829
911,weekday,August,peak_pm,924.5
911,weekday,September,peak_pm,858
911,weekday,October,peak_pm,927
911,weekday,November,peak_pm,420.571428571429
911,weekday,December,peak_pm,655
911,weekend,January,late_pm,49.2
911,weekend,February,late_pm,42.3
911,weekend,March,late_pm,59.6
911,weekend,April,late_pm,62.1
911,weekend,May,late_pm,53.6
911,weekend,June,late_pm,74.7
911,weekend,July,late_pm,57.7
911,weekend,August,late_pm,69.4
911,weekend,September,late_pm,76.3
911,weekend,October,late_pm,64.9
911,weekend,November,late_pm,45.6666666666667
911,weekend,December,late_pm,48.8666666666667
911,weekend,January,early_am,18.0555555555556
911,weekend,February,early_am,16.5
911,weekend,March,early_am,19.75
911,weekend,April,early_am,23.3333333333333
911,weekend,May,early_am,18.9166666666667
911,weekend,June,early_am,27
911,weekend,July,early_am,22.5833333333333
911,weekend,August,early_am,24.6666666666667
911,weekend,September,early_am,28.4166666666667
911,weekend,October,early_am,23
911,weekend,November,early_am,16.3333333333333
911,weekend,December,early_am,18.8888888888889
911,weekend,January,peak_am,114.333333333333
911,weekend,February,peak_am,95
911,weekend,March,peak_am,117.25
911,weekend,April,peak_am,127.125
911,weekend,May,peak_am,107.25
911,weekend,June,peak_am,149.25
911,weekend,July,peak_am,121.375
911,weekend,August,peak_am,139.375
911,weekend,September,peak_am,157
911,weekend,October,peak_am,128.625
911,weekend,November,peak_am,91.1666666666667
911,weekend,December,peak_am,113.25
911,weekend,January,mid,213.466666666667
911,weekend,February,mid,173.7
911,weekend,March,mid,221.8
911,weekend,April,mid,240.4
911,weekend,May,mid,199.9
911,weekend,June,mid,278.6
911,weekend,July,mid,237.3
911,weekend,August,mid,259.5
911,weekend,September,mid,291.2
911,weekend,October,mid,239.5
911,weekend,November,mid,176
911,weekend,December,mid,211.866666666667
911,weekend,January,peak_pm,143.166666666667
911,weekend,February,peak_pm,114.75
911,weekend,March,peak_pm,163.625
911,weekend,April,peak_pm,161.25
911,weekend,May,peak_pm,135.75
911,weekend,June,peak_pm,190.75
911,weekend,July,peak_pm,154.625
911,weekend,August,peak_pm,176.25
911,weekend,September,peak_pm,197.125
911,weekend,October,peak_pm,162.875
911,weekend,November,peak_pm,121.166666666667
911,weekend,December,peak_pm,150.416666666667
912,weekday,January,late_pm,43.2
912,weekday,February,late_pm,42.55
912,weekday,March,late_pm,50.3
912,weekday,April,late_pm,62.9
912,weekday,May,late_pm,67.7
912,weekday,June,late_pm,61.6
912,weekday,July,late_pm,65.5
912,weekday,August,late_pm,72.3
912,weekday,September,late_pm,63
912,weekday,October,late_pm,74.6
912,weekday,November,late_pm,46.7
912,weekday,December,late_pm,40.3
912,weekday,January,early_am,17.0833333333333
912,weekday,February,early_am,14.25
912,weekday,March,early_am,14.25
912,weekday,April,early_am,16.3333333333333
912,weekday,May,early_am,20.9166666666667
912,weekday,June,early_am,20.4166666666667
912,weekday,July,early_am,19.4166666666667
912,weekday,August,early_am,21.5833333333333
912,weekday,September,early_am,19.75
912,weekday,October,early_am,21.9166666666667
912,weekday,November,early_am,13.4166666666667
912,weekday,December,early_am,11.8333333333333
912,weekday,January,peak_am,180.25
912,weekday,February,peak_am,161.3125
912,weekday,March,peak_am,170
912,weekday,April,peak_am,210.875
912,weekday,May,peak_am,241.625
912,weekday,June,peak_am,213.625
912,weekday,July,peak_am,221.625
912,weekday,August,peak_am,234.875
912,weekday,September,peak_am,225.625
912,weekday,October,peak_am,261.25
912,weekday,November,peak_am,172.5
912,weekday,December,peak_am,145.375
912,weekday,January,mid,148.1
912,weekday,February,mid,134
912,weekday,March,mid,141.2
912,weekday,April,mid,160.2
912,weekday,May,mid,175.9
912,weekday,June,mid,166.9
912,weekday,July,mid,185.2
912,weekday,August,mid,196.6
912,weekday,September,mid,182.1
912,weekday,October,mid,201.4
912,weekday,November,mid,136.2
912,weekday,December,mid,115.2
912,weekday,January,peak_pm,198.875
912,weekday,February,peak_pm,186.4375
912,weekday,March,peak_pm,214.75
912,weekday,April,peak_pm,254.375
912,weekday,May,peak_pm,271.625
912,weekday,June,peak_pm,259.375
912,weekday,July,peak_pm,281.375
912,weekday,August,peak_pm,303.5
912,weekday,September,peak_pm,267.625
912,weekday,October,peak_pm,314.375
912,weekday,November,peak_pm,204.25
912,weekday,December,peak_pm,172
912,weekend,January,late_pm,9
912,weekend,February,late_pm,10.8
912,weekend,March,late_pm,13.5
912,weekend,April,late_pm,15.8
912,weekend,May,late_pm,11.7
912,weekend,June,late_pm,19.1
912,weekend,July,late_pm,16
912,weekend,August,late_pm,17.9
912,weekend,September,late_pm,17.6
912,weekend,October,late_pm,17.9
912,weekend,November,late_pm,10.7
912,weekend,December,late_pm,8.5
912,weekend,January,early_am,3.25
912,weekend,February,early_am,2.41666666666667
912,weekend,March,early_am,3.08333333333333
912,weekend,April,early_am,3.58333333333333
912,weekend,May,early_am,4.5
912,weekend,June,early_am,4.83333333333333
912,weekend,July,early_am,4.41666666666667
912,weekend,August,early_am,4.91666666666667
912,weekend,September,early_am,4.16666666666667
912,weekend,October,early_am,3.83333333333333
912,weekend,November,early_am,2.25
912,weekend,December,early_am,1.66666666666667
912,weekend,January,peak_am,38.875
912,weekend,February,peak_am,46.75
912,weekend,March,peak_am,45.5
912,weekend,April,peak_am,54.75
912,weekend,May,peak_am,49.625
912,weekend,June,peak_am,65.375
912,weekend,July,peak_am,56.125
912,weekend,August,peak_am,54.875
912,weekend,September,peak_am,63
