counterid,day_type,day_part,sfmta_count
29,weekday,peak_am,7102.77503746254
29,weekday,mid,2492
29,weekday,peak_pm,2378.9625
29,weekend,late_pm,300.37
29,weekend,early_am,121.925
29,weekend,peak_am,922.3375
29,weekend,mid,1511.83
29,weekend,peak_pm,884.75
30,weekday,late_pm,823.32
30,weekday,early_am,117.927777777778
30,weekday,peak_am,675.583333333333
30,weekday,mid,1365.94666666667
30,weekday,peak_pm,4101.59166666667
30,weekend,late_pm,168.46
30,weekend,early_am,41.6055555555556
30,weekend,peak_am,298.85
30,weekend,mid,786.606666666667
30,weekend,peak_pm,653.808333333333
48,weekday,late_pm,6236.45320512821
48,weekday,early_am,1848.23888888889
48,weekday,peak_am,8059.27387820513
48,weekday,mid,
48,weekday,peak_pm,
48,weekend,late_pm,2526.62192982456
48,weekend,early_am,809.064009661836
48,weekend,peak_am,2909.97916666667
48,weekend,mid,6465.78333333334
48,weekend,peak_pm,5839.20833333333
53,weekday,late_pm,7092.66666666667
53,weekday,early_am,2141
53,weekday,peak_am,9445.25
53,weekday,mid,
53,weekday,peak_pm,
53,weekend,late_pm,2688.8
53,weekend,early_am,747.333333333333
53,weekend,peak_am,3430
53,weekend,mid,7450.6
53,weekend,peak_pm,6458
52,weekday,late_pm,5741.27777777778
52,weekday,early_am,2346
52,weekday,peak_am,
52,weekday,mid,
52,weekday,peak_pm,
52,weekend,late_pm,2669.83333333333
52,weekend,early_am,783.333333333333
52,weekend,peak_am,5028.25
52,weekend,mid,7749.06190476191
52,weekend,peak_pm,6216.38571428571
47,weekday,late_pm,5672.81666666667
47,weekday,early_am,2233.81071428571
47,weekday,peak_am,
47,weekday,mid,
47,weekday,peak_pm,
47,weekend,late_pm,1943.06666666667
47,weekend,early_am,744.777777777778
47,weekend,peak_am,4790.54166666667
47,weekend,mid,7529.96666666667
47,weekend,peak_pm,5654.16666666667
73,weekday,late_pm,
73,weekday,early_am,
73,weekday,peak_am,
73,weekday,mid,
73,weekday,peak_pm,
73,weekend,late_pm,
73,weekend,early_am,
73,weekend,peak_am,
73,weekend,mid,
73,weekend,peak_pm,
72,weekday,late_pm,379.8
72,weekday,early_am,536.916666666667
72,weekday,peak_am,4711.525
72,weekday,mid,1320.1
72,weekday,peak_pm,2243
72,weekend,late_pm,124.5
72,weekend,early_am,18.5
72,weekend,peak_am,558.75
72,weekend,mid,1236.9
72,weekend,peak_pm,1070.625
43,weekday,late_pm,3395
43,weekday,early_am,1861.97727272727
43,weekday,peak_am,
43,weekday,mid,9306.78888888889
43,weekday,peak_pm,
43,weekend,late_pm,1224.7
43,weekend,early_am,214.333333333333
43,weekend,peak_am,3071.25
43,weekend,mid,8097.13333333333
43,weekend,peak_pm,6372.58928571429
10,weekday,late_pm,277.4
10,weekday,early_am,152.666666666667
10,weekday,peak_am,631.278846153846
10,weekday,mid,422
10,weekday,peak_pm,742.004166666667
10,weekend,late_pm,67.4833333333333
10,weekend,early_am,24.4722222222222
10,weekend,peak_am,96.3333333333333
10,weekend,mid,151.116666666667
10,weekend,peak_pm,134.895833333333
18,weekday,late_pm,41.795
18,weekday,early_am,15.7625
18,weekday,peak_am,186.2875
18,weekday,mid,129.985
18,weekday,peak_pm,182.85
18,weekend,late_pm,10.75
18,weekend,early_am,3.64166666666667
18,weekend,peak_am,40.375
18,weekend,mid,82.2
18,weekend,peak_pm,46.8125
38,weekday,late_pm,1520.1
38,weekday,early_am,1678.66666666667
38,weekday,peak_am,9025.83333333333
38,weekday,mid,4835.8
38,weekday,peak_pm,5408.125
38,weekend,late_pm,489.1
38,weekend,early_am,146.083333333333
38,weekend,peak_am,1424.125
38,weekend,mid,2715.4
38,weekend,peak_pm,2209.5
39,weekday,late_pm,2753.6
39,weekday,early_am,384.5
39,weekday,peak_am,2854.875
39,weekday,mid,2539.3
39,weekday,peak_pm,8429.25
39,weekend,late_pm,432.9
39,weekend,early_am,103.166666666667
39,weekend,peak_am,874.625
39,weekend,mid,1747.8
39,weekend,peak_pm,1252.25
42,weekday,late_pm,5520.75
42,weekday,early_am,1809.5869047619
42,weekday,peak_am,
42,weekday,mid,
42,weekday,peak_pm,
42,weekend,late_pm,3508.26111111111
42,weekend,early_am,906.75
42,weekend,peak_am,6738.96212121212
42,weekend,mid,
42,weekend,peak_pm,
58,weekday,late_pm,3127.99561403509
58,weekday,early_am,1006.0625
58,weekday,peak_am,7701.43095238095
58,weekday,mid,6916.06785714286
58,weekday,peak_pm,7739.59621489622
58,weekend,late_pm,893.666666666667
58,weekend,early_am,305.430555555556
58,weekend,peak_am,1444.1875
58,weekend,mid,2721.31666666667
58,weekend,peak_pm,2343.70833333333
66,weekday,late_pm,4342.54444444445
66,weekday,early_am,1625
66,weekday,peak_am,6652.05
66,weekday,mid,6762.39206349206
66,weekday,peak_pm,
66,weekend,late_pm,1215.2
66,weekend,early_am,382.75
66,weekend,peak_am,2098
66,weekend,mid,3931.7
66,weekend,peak_pm,3290.75
11,weekday,late_pm,196.795
11,weekday,early_am,173.654166666667
11,weekday,peak_am,1871.82013574661
11,weekday,mid,1093.88452380952
11,weekday,peak_pm,1438.775
11,weekend,late_pm,54.76
11,weekend,early_am,14.6916666666667
11,weekend,peak_am,383.9875
11,weekend,mid,787.32
11,weekend,peak_pm,475.5875
12,weekday,late_pm,218.44
12,weekday,early_am,150.7625
12,weekday,peak_am,985.175
12,weekday,mid,689.715
12,weekday,peak_pm,1308.98125
12,weekend,late_pm,55.99
12,weekend,early_am,28.225
12,weekend,peak_am,510.6625
12,weekend,mid,543.51
12,weekend,peak_pm,246.325
63,weekday,late_pm,211.073333333333
63,weekday,early_am,75.8222222222222
63,weekday,peak_am,1561.45
63,weekday,mid,679.646666666667
63,weekday,peak_pm,1388.98333333333
63,weekend,late_pm,46.9533333333333
63,weekend,early_am,10.6666666666667
63,weekend,peak_am,196.441666666667
63,weekend,mid,337.146666666667
63,weekend,peak_pm,219.55
23,weekday,late_pm,745.1
23,weekday,early_am,190.916666666667
23,weekday,peak_am,925.75
23,weekday,mid,1009.1
23,weekday,peak_pm,2415.625
23,weekend,late_pm,124.8
23,weekend,early_am,54.1666666666667
23,weekend,peak_am,179
23,weekend,mid,308.8
23,weekend,peak_pm,289.625
19,weekday,late_pm,465.4
19,weekday,early_am,499.333333333333
19,weekday,peak_am,4097.125
19,weekday,mid,1712
19,weekday,peak_pm,1766.625
19,weekend,late_pm,132.6
19,weekend,early_am,83.5
19,weekend,peak_am,479.125
19,weekend,mid,620.1
19,weekend,peak_pm,397.875
8,weekday,late_pm,562.6
8,weekday,early_am,823.833333333333
8,weekday,peak_am,6186.44523809524
8,weekday,mid,2869.5
8,weekday,peak_pm,2681.75
8,weekend,late_pm,121.3
8,weekend,early_am,120.083333333333
8,weekend,peak_am,948.125
8,weekend,mid,1154
8,weekend,peak_pm,527.5
9,weekday,late_pm,1507.8
9,weekday,early_am,492.333333333333
9,weekday,peak_am,2333.125
9,weekday,mid,1910.7
9,weekday,peak_pm,5838.96428571429
9,weekend,late_pm,310.7
9,weekend,early_am,108.916666666667
9,weekend,peak_am,532
9,weekend,mid,914.8
9,weekend,peak_pm,769.5
5,weekday,late_pm,193.896666666667
5,weekday,early_am,139.086111111111
5,weekday,peak_am,934.320833333333
5,weekday,mid,902.393333333333
5,weekday,peak_pm,1040.55
5,weekend,late_pm,60.78
5,weekend,early_am,25.8
5,weekend,peak_am,557.870833333333
5,weekend,mid,632.003333333333
5,weekend,peak_pm,306.045833333333
7,weekday,late_pm,114.323333333333
7,weekday,early_am,118.061111111111
7,weekday,peak_am,734.6375
7,weekday,mid,690.846666666667
7,weekday,peak_pm,885.404166666667
7,weekend,late_pm,41.1466666666667
7,weekend,early_am,16.3555555555556
7,weekend,peak_am,328.629166666667
7,weekend,mid,652.983333333334
7,weekend,peak_pm,359.8875
50,weekday,late_pm,2824.12777777778
50,weekday,early_am,748.363636363636
50,weekday,peak_am,
50,weekday,mid,5803.83253968254
50,weekday,peak_pm,
50,weekend,late_pm,554.6
50,weekend,early_am,105
50,weekend,peak_am,1142.5
50,weekend,mid,2028.7
50,weekend,peak_pm,1625.75
35,weekday,late_pm,6167.72777777778
35,weekday,early_am,1090.08333333333
35,weekday,peak_am,6055.775
35,weekday,mid,8124.95714285714
35,weekday,peak_pm,
35,weekend,late_pm,1697.4
35,weekend,early_am,431.333333333333
35,weekend,peak_am,1591.375
35,weekend,mid,4083.8
35,weekend,peak_pm,3962
33,weekday,late_pm,5592.83333333333
33,weekday,early_am,2479.08333333333
33,weekday,peak_am,
33,weekday,mid,
33,weekday,peak_pm,
33,weekend,late_pm,1727.6
33,weekend,early_am,625.972222222222
33,weekend,peak_am,3144.66666666667
33,weekend,mid,5625.46666666667
33,weekend,peak_pm,4308.66666666667
32,weekday,late_pm,6531.99007936508
32,weekday,early_am,2396.83333333333
32,weekday,peak_am,
32,weekday,mid,
32,weekday,peak_pm,
32,weekend,late_pm,2800
32,weekend,early_am,986.916666666667
32,weekend,peak_am,5135.75
32,weekend,mid,8500.1
32,weekend,peak_pm,6596.75
